PO Number;PO Date;Vendor;Vendor Description;Requester;PO Created By;Shopping Cart Number;Project;Project Description;WBS Element;WBS Element Description;Cost Center;Cost Center Description;PO Net Amount;Tax Amount;Total Amount Legal Entity Currency;PO Line Nr.;PO Status;PO Line Text;Delivery Date;Legal Entity Currency Code;Value in document currency;Document currency code;Investment Profile;Account Group (Cora Level 1);Account Sub Group (Cora Level 2);Account (Cora Level 3);Change Date;Purchase requisition;Procurement Plant;Contract #;Joint Commodity Code;PO Title;Version;FI Doc No
P001415831;2025-07-28;10574952;GRATZ ENGINEERING GMBH;DRIXLERT;GABLERC1;;C.32.02319.470.1;;C.32.02319.470.135.151;HIPMOM_LAL ENG_EXTERNE ENGINEERING;3253100613;MFG MA - BUSINESS SUPPORT;15840.00;0.00;15840.00;1;open;CAL KONSTUKTIONEN ANGEBOT D602-003;2025-12-31;EUR;15840.00;EUR;capex;0;0.0;0.0.00-C;2025-07-28;R101259388;4510;;X20000000;PO1 FOR HIPMOM / GRATZ / DRIXLER_CAL;;6164P001415831000001C3202319470135151
9110185951;2021-06-07;10119310;SMB INDUSTRIES GMBH;KUNZA7;EICHNERJ;1003768327;C.32.02795.652.0;;C.32.02795.652.041.101;APPARATE (VERSCHRAUBER);3251601652;GEB. 652 PRODUKTION DIAGNOSTICA;8056.25;0.00;8056.25;1;open;NMPARP DEMONTAGE SPÜLMASCHINE;2021-12-30;EUR;8056.25;EUR;capex;4;4.1;4.1.10-C;2021-09-06;;4511;;X20150500;NMPARP DEMONTAGE SPÜLMASCHINE;;61649110185951000001C3202795652041101
9110221957;2022-08-24;10244183;CBRE GWS IFM INDUSTRIE GMBH;HILLMANB;EICHNERJ;1004155079;C.32.02927.253.0;;C.32.02927.253.044.111;FELDINSTRUMENTE UND FELDINSTALLATIONEN;3253510373;DOZB GEN. MFG COST 2;7847.14;0.00;7847.14;1;open;CICDSP KALIBRIERUNG TEIL 1 CU ANLA;2022-12-01;EUR;7847.14;EUR;capex;4;4.4;4.4.11-C;2023-08-25;;4511;;X20150102;CICDSP KALIBRIERUNG TEIL 1 CU ANLA;;61649110221957000001C3202927253044111
2111247958;2022-10-21;10001084;VWR INTERNATIONAL GMBH;NOERENBK;NOERENBK;1004195750;C.32.02927.253.0;;C.32.02927.253.036.109;LABORGERÄTE KST;3253510373;DOZB GEN. MFG COST 2;116.54;0.00;116.54;1;open;PUFFERLÖSUNG (CITRONENSÄURE/NATRIUMHYDRO;2022-10-24;EUR;116.54;EUR;capex;3;3.6;3.6.10-O;2022-10-21;;4511;;X15100101;NOERENBK 21.10.2022 08:08:14;;61642111247958000001C3202927253036109
6000640359;2019-10-10;10114710;ANGERER GMBH SAEGEN U. BOHREN;AIGNERA1;SUTTNERK;;C.32.01236.761.0;;C.32.01236.761.022.101;BAUMEISTERARBEITEN/FUNDAMENTE;3253100214;DOZ MANAGEMENT;3863.40;0.00;3863.40;30;open;2.NT. KERNBOHRUNGEN;2020-04-14;EUR;3863.40;EUR;capex;2;2.2;2.2.10-C;2020-01-16;3191268662;4511;;X20050200;;;61646000640359000030C3201236761022101
9110166033;2020-09-21;10112051;WATSON-MARLOW GMBH;LISTLA;GEIGERC6;1003524479;C.32.01710.672.0;;C.32.01710.672.036.101;GERÄTE (A);3253510373;DOZB GEN. MFG COST 2;6854.90;0.00;6854.90;1;open;3ECFP SCHLAUCHPUMPEN;2020-10-16;EUR;6854.90;EUR;capex;3;3.6;3.6.10-C;2020-10-28;;4511;;X20150402;3ECFP SCHLAUCHPUMPEN;;61649110166033000001C3201710672036101
9110234831;2023-06-15;10114153;SIEMENS AG SIEMENS DEUTSCHLAND;PINATORJ;GOLDBRUM;1004351358;C.32.02704.341.0;;C.32.02704.341.036.101;LABORGERÄTE (INVEST);3253510373;DOZB GEN. MFG COST 2;867.33;0.00;867.33;5;open;SIMATIC HMI TP700 COMFORT;2023-10-31;EUR;867.33;EUR;capex;3;3.6;3.6.10-C;2023-06-15;;4511;;X20100101;SIEMENSAG DEQ00261069 PINATORJ;;61649110234831000005C3202704341036101
2110986593;2020-08-07;10110021;HOFFMANN GMBH;KRAFTA2;KRAFTA2;1003487899;C.32.00727.560.0;;C.32.00727.560.037.121;LAGERSYSTEM IT;3251601561;GEB. 561 HOCHREGALLAGER;14.23;0.00;14.23;22;open;MEIßEL- UND DURCHSCHLÄGER-SATZ IM KUNSTS;2020-08-10;EUR;14.23;EUR;capex;3;3.7;3.7.12-C;2020-08-07;;4511;;X20100200;KRAFTA2 07.08.2020 11:39:56;;61642110986593000022C3200727560037121
6000334162;2017-10-24;10110636;INGENIEURBUERO MAYER AG;PROBSTA3;SCHMUCKS;;C.32.00727.560.0;;C.32.00727.560.062.171;EXTERN HLKK HRL;3251601561;GEB. 561 HOCHREGALLAGER;4558.95;0.00;4558.95;10;open;FEW56P LPH1: GRUNDLAGENERMITTLUNG;2020-04-30;EUR;4558.95;EUR;capex;6;6.2;6.2.17-C;2019-11-06;3066086924;4511;;X20250200;;;61646000334162000010C3200727560062171
P000839688;2024-07-17;10113917;RICKINGER GMBH;HECHLERA;GOLDBRUM;;C.32.03947.741.2;;C.32.03947.741.280.109;"BODEN TROCKENBAU MALER; TÜREN (OPEX)";3251601511;GEB. 741 ABFUELLUNG PCR-REAGENZIEN;441.09;0.00;441.09;1;open;G741/ MALERARBEITEN - BODENMARKIERUNGEN REP/ERNEUERN  LT. AN;2024-09-30;EUR;441.09;EUR;capex;0;0.0;0.0.00-O;2024-07-17;R100752361;4511;;X20050900;PO1 FOR RICKINGER M171 HECHLER;;6164P000839688000001C3203947741280109
P000387155;2023-09-08;10117301;ASECOS GMBH;SCHIMMEJ;GABLERC1;;C.32.02319.470.0;;C.32.02319.470.038.111;HIPMOM_SEK. VERPACKUNGSL. & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;3659.00;0.00;3659.00;1;open;SICHERHEITSSCHRANK 30073 - Q90.195.060.R MIT OPTIONEN ANGEBO;2023-11-15;EUR;3659.00;EUR;capex;3;3.8;3.8.11-C;2023-09-08;R100331005;4510;;X25050202;PO1 FOR HIPMOM / ASECOS / SCHIMMEL;;6164P000387155000001C3202319470038111
P000471814;2023-11-06;10118171;NEOTECHA GMBH;THALHAME;PAULIE1;;C.32.02394.444.0;;C.32.02394.444.031.191;EQUIPMENT UND ERSTAUSTATTUNG PROZESS;3253100214;DOZ MANAGEMENT;1912.90;0.00;1912.90;2;open;01203000NEOGOM--P1KM01202515 RA08AUTOLOKP1RECTUS21KBM00516 P;2023-11-20;EUR;1912.90;EUR;capex;3;3.1;3.1.19-C;2023-11-06;R100320484;4511;;X20150500;PO1 FOR NEOTECHA 20357 THALHAMMER EVA;;6164P000471814000002C3202394444031191
9110228322;2023-01-11;10117953;ORTNER ANLAGENTECHNIK GMBH HEIZUNG;THALHAME;PAULIE1;1004252569;C.32.02394.444.0;;C.32.02394.444.031.191;EQUIPMENT UND ERSTAUSTATTUNG PROZESS;3253100214;DOZ MANAGEMENT;20000.00;0.00;20000.00;1;open;T4441 DESTILLATAUFFANGKOLBEN OXY-LAB;2023-01-27;EUR;20000.00;EUR;capex;3;3.1;3.1.19-C;2023-01-11;;4511;;X20150500;ORTNER KVA 1123/A/2022_REV01 THALHAME;;61649110228322000001C3202394444031191
2111090456;2021-06-11;10111391;ALBW HANDELS GMBH;GABLERC1;GABLERC1;1003773614;C.32.00700.470.0;;C.32.00700.470.074.100;ECESRM-REISEKOSTEN/BEWIRTUNGEN INTERN;3253100035;DOMM MANAGEMENT;116.30;0.00;116.30;1;open;SCHUTZHELM UVEX NR. 9750120 SUPERBOSS FA;2021-06-14;EUR;116.30;EUR;capex;7;7.4;7.4.10-O;2021-06-11;;4510;;X25050600;GABLERC1 ESESRM / PSA;;61642111090456000001C3200700470074100
2111217305;2022-06-27;10118889;PETERSTALER MINERALQUELLEN GMBH;GABLERC1;GABLERC1;1004109092;C.32.00700.470.0;;C.32.00700.470.074.100;ECESRM-REISEKOSTEN/BEWIRTUNGEN INTERN;3253100035;DOMM MANAGEMENT;11.59;0.00;11.59;3;open;BURKHARDT APFELSAFT KLAR 24X 020L;2022-06-29;EUR;11.59;EUR;capex;7;7.4;7.4.10-O;2022-06-27;;4510;;X30250200;GABLERC1 GETRÄNKE ECESRM;;61642111217305000003C3200700470074100
2111111948;2021-08-16;10120743;SOFTING INDUSTRIAL AUTOMATION;KAERCHEW;KAERCHEW;1003829581;C.32.00700.470.0;;C.32.00700.470.044.171;ECESRM-MASCHINEN AUTOMATION;3253100035;DOMM MANAGEMENT;2850.00;0.00;2850.00;1;open;OPC SERVER LIZENZEN;2021-08-18;EUR;2850.00;EUR;capex;4;4.4;4.4.17-C;2021-08-17;;4510;;X40100100;OPC SERVER FÜR FV30;;61642111111948000001C3200700470044171
2111026286;2020-11-27;10108752;E W NEU GMBH;STADLEC3;STADLEC3;1003595298;C.32.01710.345.0;;C.32.01710.345.036.101;GERÄTE (A);3253510373;DOZB GEN. MFG COST 2;2.06;0.00;2.06;3;open;BLINDNIETMUTTERN ALU IM MINI-PACK M5 KUR;2020-11-30;EUR;2.06;EUR;capex;3;3.6;3.6.10-C;2020-11-27;;4511;;X20100200;STADLEC3 27.11.2020 08:55:57;;61642111026286000003C3201710345036101
P000845750;2024-07-22;10544089;HITZLER INGENIEURE GMBH + CO KG;ATTILOJ;KROLLV;;C.32.04740.398.0;;C.32.04740.398.062.131;ASRWM - EXTERN PCE;3253510139;MISCELLANEOUS EXPENSES PROJECTS;27584.82;0.00;27584.82;1;open;ASRWM - PROJEKTSTEUERUNG CD-PHASE ASRWM_ANGEBOT HITZLER PRO;2025-02-28;EUR;27584.82;EUR;capex;6;6.2;6.2.13-C;2025-11-18;R100755573;4510;;X20000000;PO1 FOR ASRWM_ATTILO_HITZLER INGENIEURE;;6164P000845750000001C3204740398062131
P001375270;2025-06-30;10119634;MUELLER + BLEHER MUENCHEN GMBH + CO;UHLEMANB;SVANET;;C.32.04794.900.0;;C.32.04794.900.062.161;EXTERN ELEKTRO;3253510335;DOZB GEN. MFG COST;18824.40;0.00;18824.40;1;open;SASE1P 1 PAKET BD-PHASE PLANUNG GEWERK ELEKTRO;2025-09-30;EUR;18824.40;EUR;capex;6;6.2;6.2.16-C;2025-09-11;R101222051;4511;;X20250000;PO1 FOR SASE1P PLANUNG ELEKTRO;;6164P001375270000001C3204794900062161
9110194866;2021-09-27;10120232;KAEFER TECHNIK UND SERVICE GMBH;RIEGERC3;HILLMANB;;C.32.02617.651.0;;C.32.02617.651.025.131;LÜFTUNGSANLAGEN;3251601652;GEB. 652 PRODUKTION DIAGNOSTICA;0.01;0.00;0.01;4;open;3.NT L2C651P PAUSCHALIERUNG;2023-02-28;EUR;0.01;EUR;capex;2;2.5;2.5.13-C;2023-02-20;;4511;;X20050500;L2C651P-WÄRMEDÄMMUNG;;61649110194866000004C3202617651025131
P000989542;2024-10-30;10112471;VODAFONE GMBH;DIETRIM8;LAKATOSD;;C.32.03262.423.0;;C.32.03262.423.024.181;1 - MOBILFUNKINFRA FÜR BAU 423;3251601601;PROJEKTE ALCM UND SCOPES;23887.88;0.00;23887.88;10;closed;DECTP | BAU 423 LIEFERUNG & MONTAGE MU/RU;;EUR;23887.88;EUR;capex;2;2.4;2.4.18-C;2024-11-04;;4511;2024045073;X40200300;PO1 FOR VODAFONE VEREINBARUNG NR 5 MOBILFUNKTECHNISCHE VER;;6164P000989542000010C3203262423024181
P000424320;2023-10-04;10110498;ELEKTRO KREUTZPOINTNER GMBH;DIETRIM8;SVANET;;C.32.03262.651.0;;C.32.03262.651.024.181;1 - MOBILFUNKINFRA FÜR BAU 651;3251601601;PROJEKTE ALCM UND SCOPES;2991.03;0.00;2991.03;9;open;NACHRÜSTUNG G. 651 / ANG. 374523089;2023-09-29;EUR;2991.03;EUR;capex;2;2.4;2.4.18-C;2025-11-11;R100363910;4511;;X20050900;PO1 FOR DECTP ANBINDUNG LWL-LEITUNGEN FÜR PHASE 3;;6164P000424320000009C3203262651024181
P000349893;2023-07-28;10112628;C3 PROZESS- UND;POLJANSJ;KAURA12;;C.32.02913.351.0;;C.32.02913.351.012.139;ENABLING B.351;3256100073;DEMOLITION G&A;50.00;0.00;50.00;2;open;EXW USTER/CH ZFVV-KOSTEN (BEINHALTEN KPL. FRACHT- VERSAND;2023-08-11;EUR;50.00;EUR;capex;1;1.2;1.2.13-O;2023-07-28;R100296217;4511;;X15150102;PO1 FOR C3 ANG. 434564 POLJANSEK JURE;;6164P000349893000002C3202913351012139
2111079693;2021-05-07;10113515;WAGNER + MUNZ GMBH;MEHNEF;MEHNEF;1003743198;C.32.01618.444.0;;C.32.01618.444.043.181;ROHRLEITUNGEN PROZESS;3253100214;DOZ MANAGEMENT;684.80;0.00;684.80;1;open;SCHLEIFENKARTUSCHE 40 ULRECHTS;2021-05-10;EUR;684.80;EUR;capex;4;4.3;4.3.18-C;2021-05-07;;4511;;X15150106;MEHNEF 07.05.2021 16:13:04;;61642111079693000001C3201618444043181
9110174920;2021-01-19;10284468;PCC SOLUTIONS GMBH;MILDENM1;EMIRSEIS;;C.32.02892.380.0;;C.32.02892.380.062.141;MSLCM - QUALIFIZIERUNG EXT ENG;3253100035;DOMM MANAGEMENT;23000.00;0.00;23000.00;4;closed;3. NT - QUALIFIZIERUNGSSUPPORT;2022-08-31;EUR;23000.00;EUR;capex;6;6.2;6.2.14-C;2024-07-24;;4510;;X20250100;MILDENM1 MSLCM EXCO;;61649110174920000004C3202892380062141
9110194996;2021-09-28;10313979;BRINOX DEUTSCHLAND GMBH;DOERLICM;EMIRSEIS;1003863457;C.32.02892.380.0;;C.32.02892.380.035.171;MSLCM - GERÄTESPÜLMASCHINE;3253100035;DOMM MANAGEMENT;24145.00;0.00;24145.00;1;open;GSM-WASCHGUTTRÄGER 3;2022-02-28;EUR;24145.00;EUR;capex;0;0.0;0.0.00-C;2021-09-28;;4510;;X20150402;DOERLICM MSLCM BRINOX;;61649110194996000001C3202892380035171
P001642740;2025-12-18;10110071;CAT GMBH;MAAGM1;HILLMANB;;C.32.04720.900.0;;C.32.04720.900.073.141;DOKUMENTATION;3251100023;LEITUNG VER- U. ENTSORGUNG;7944.10;0.00;7944.10;1;open;ISPD_DOKUMANAGEMENT_STEP1 LT. AG_10250850;2026-03-03;EUR;7944.10;EUR;capex;7;7.3;7.3.14-C;2025-12-18;R101462375;4511;;X20000000;PO1 FOR ISPD_DOKUMANAGEMENT_STEP1;;6164P001642740000001C3204720900073141
9110167208;2020-10-07;10114471;VTU ENGINEERING DEUTSCHLAND GMBH;REINERR;EICHNERJ;;C.32.02901.353.0;;C.32.02901.353.062.221;EXTERN GENERALPLANER;3253100214;DOZ MANAGEMENT;145128.18;0.00;145128.18;9;closed;5. RFDC2 NT ZUSATZLEISTUNGEN BD-DD;2022-07-31;EUR;145128.18;EUR;capex;6;6.2;6.2.22-C;2024-07-24;;4511;;X20250301;RFDC2P GENERALPLANUNG CD/BD PHASE;;61649110167208000009C3202901353062221
6000557885;2019-03-27;10114716;PHARMATECH ENGINEERING GMBH;RAFFEINA;SPRUNGS;;C.32.00708.741.1;;C.32.00708.741.162.141;EXTERN QUALIFIZIERUNG;3253100214;DOZ MANAGEMENT;0.00;0.00;0.00;40;closed;2NT. PROJEKTVERSCHIEBUNG;2020-09-30;EUR;0.00;EUR;capex;6;6.2;6.2.14-C;2020-05-05;;4511;;X20250100;;;61646000557885000040C3200708741162141
P001095292;2025-01-09;10120664;ALEXANDER BUERKLE GMBH + CO KG;NEUBERD1;HOELZEP1;;C.32.01265.291.0;;C.32.01265.291.035.129;RMIM - SHE EX SCHUTZ-COMPLIANCE ANSATZST;3253100125;POC COMPOUNDING EQ;1.59;0.00;1.59;30;open;WAGO 870-904 2-LEITER-DURCHGANGSKLEMME 008-25(4)QMM BLAU;2025-01-09;EUR;1.59;EUR;capex;0;0.0;0.0.00-O;2025-01-09;R100990044;4510;;X20000000;PO1 FOR NEUBERT RMIM BUERKLE;;6164P001095292000030C3201265291035129
6000659872;2019-11-21;10108895;DE DIETRICH GERMANY MAINZ GMBH;MATSCHLK;SUTTNERK;;C.32.01229.442.0;;C.32.01229.442.036.101;LABORGERÄTE;3253100214;DOZ MANAGEMENT;38045.00;0.00;38045.00;10;open;PEBP CHROMATOGRAPHIESÄULEN 120L;2020-04-30;EUR;38045.00;EUR;capex;3;3.6;3.6.10-C;2020-04-02;3180792832;4511;;X15150106;;;61646000659872000010C3201229442036101
6000605450;2019-07-19;10111523;TUEV SUED INDUSTRIE SERVICE GMBH;ALBRECM7;SPRUNGS;;C.32.01708.444.0;;C.32.01708.444.071.101;BEWILLIGUNGEN GEBUEHREN;3253510372;DOZC GEN. MFG COST;0.00;0.00;0.00;20;closed;PPIMP/TG720 PRÜF. EX-SCHUTZ VOR IBN;;EUR;0.00;EUR;capex;7;7.1;7.1.10-C;2019-07-19;3157994480;4511;;X20200100;;;61646000605450000020C3201708444071101
2111227368;2022-07-26;10109141;PANASONIC ELECTRIC WORKS EUROPE AG;FIETZS;BERNHAH1;1004135623;C.32.01261.364.1;;C.32.01261.364.135.101;PSC2M-FA2-HARDWARE;3253100613;MFG MA - BUSINESS SUPPORT;2671.20;0.00;2671.20;1;open;KOMPAKTES ANTISTATIKGEBLÄSE ER-Q;2022-08-01;EUR;2671.20;EUR;capex;0;0.0;0.0.00-C;2022-07-26;;4510;;X40100200;PSC2M PANASONIC FIETZ 26.07.2022;;61642111227368000001C3201261364135101
9110215953;2022-05-30;10113850;OBERMEYER GEBAEUDEPLANUNG GMBH + CO KG;MATSCHLK;HANG6;;C.32.03887.441.0;;C.32.03887.441.062.231;GENERALPLANUNG;3253100214;DOZ MANAGEMENT;68750.00;0.00;68750.00;2;open;1.NT ILSP PROZESSPLANUNG;2023-03-31;EUR;68750.00;EUR;capex;6;6.2;6.2.23-C;2022-11-09;;4511;;X20250301;ILSP-GESAMTPLANUNG CD/BD-PHASE;;61649110215953000002C3203887441062231
9110180584;2021-03-29;10121111;CENGURU GMBH;REINERR;EICHNERJ;1003699087;C.32.00048.442.0;;C.32.00048.442.062.111;PROZESS;3253100214;DOZ MANAGEMENT;46403.35;0.00;46403.35;1;closed;IMMP PLANUNGSLEISTUNGEN PROZESS BD;2021-07-30;EUR;46403.35;EUR;capex;6;6.2;6.2.11-C;2024-07-24;;4511;;X20250301;IMMP PLANUNGSLEISTUNGEN PROZESS BD;;61649110180584000001C3200048442062111
2110776844;2018-11-12;10006309;KAISER & KRAFT GMBH;LANDGRAA;KROLLV;1002858319;C.32.00056.001.0;;C.32.00056.001.074.109;REISEKOSTEN/BEWIRTUNGEN INTERN;3253100035;DOMM MANAGEMENT;91.40;0.00;91.40;1;open;POLYETHYLEN-KANISTER LXBXH 380X280X400;2018-11-21;EUR;91.40;EUR;capex;7;7.4;7.4.10-O;2018-11-12;;4510;;X20100200;LANDGRAA 12.11.2018 10:29:59;;61642110776844000001C3200056001074109
2111081611;2021-05-16;10119041;SG SERVICE GMBH;UHLEMANB;ROTHERK1;1003738611;C.32.02519.900.0;;C.32.02519.900.070.731;SONSTIGE NEBENKOSTEN (CAPEX);3253510373;DOZB GEN. MFG COST 2;1744.04;0.00;1744.04;1;open;NIVONA NICR 1040 KAFFEEMASCHINE;2021-05-12;EUR;1744.04;EUR;capex;0;0.0;0.0.00-C;2023-03-23;;4511;;X20100102;UHLEMANB KAFFEEMASCHINE;;61642111081611000001C3202519900070731
2111299638;2023-06-20;10120664;ALEXANDER BUERKLE GMBH + CO KG;BERNHAH1;BERNHAH1;1004356725;C.32.02550.470.0;;C.32.02550.470.035.252;CLM2M - DTGMT MECHANIK INTERN;3253100035;DOMM MANAGEMENT;26.40;0.00;26.40;1;open;ICOTEK 32273 ZL ZUGENTLASTUNGSLEISTE M4;2023-06-30;EUR;26.40;EUR;capex;0;0.0;0.0.00-C;2023-06-20;;4510;;X20100200;LINIE 102 ERSATZTEIL BÜRKLE MAIER;;61642111299638000001C3202550470035252
2111202255;2022-05-10;10112551;FABER INDUSTRIETECHNIK GMBH;FINKF;FINKF;1004069027;C.32.02550.470.0;;C.32.02550.470.035.252;CLM2M - DTGMT MECHANIK INTERN;3253100035;DOMM MANAGEMENT;902.36;0.00;902.36;1;open;ARTIKEL NACH ANG.22108172 LK 21920;2022-07-04;EUR;902.36;EUR;capex;0;0.0;0.0.00-C;2022-05-10;;4510;;X20100101;FABER LK 21920;;61642111202255000001C3202550470035252
P000938625;2024-09-26;10319400;ATLANTIC ZEISER GMBH;SCHAEFJ8;BERNHAH1;;C.32.04089.105.0;;C.32.04089.105.038.171;LINE 105 - MECHANIK EXTERN;3253100035;DOMM MANAGEMENT;10560.00;0.00;10560.00;2;open;SERVICEINSTALL + CUSTOMER SERVICE BANKBÜRGSCHAFT 9 560 + 100;2024-10-31;EUR;10560.00;EUR;capex;0;0.0;0.0.00-C;2025-10-08;R100830153;4510;;X20100000;PO1 FOR CLMCIM LINIE 105 ATLANTIC ZEISER MAIER 16.09.24;;6164P000938625000002C3204089105038171
9110210846;2022-03-29;10118076;PITZEK GMP CONSULTING GMBH;FITTERLL;GABLERC1;;C.32.02319.470.0;;C.32.02319.470.062.141;HIPMOM_EXTERN QUALIFIZIERUNG;3253100613;MFG MA - BUSINESS SUPPORT;15187.75;0.00;15187.75;2;open;HIPMOM Q-DOK STUFE 1 FÜR DEM/BAN/BFDS;2022-12-15;EUR;15187.75;EUR;capex;6;6.2;6.2.14-C;2024-02-06;;4510;;X20250100;FITTERLL HIPMOM / PITZEK;;61649110210846000002C3202319470062141
2111177038;2022-02-25;10109229;IFM ELECTRONIC GMBH;BERNHAH1;BERNHAH1;1004005189;C.32.02319.470.1;;C.32.02319.470.135.161;HIPMOM_LAL HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;193.50;0.00;193.50;2;closed;INDUKTIVER SENSOR IEB3006-BPKG/V4A/K1/AS;2022-03-03;EUR;193.50;EUR;capex;0;0.0;0.0.00-C;2024-07-25;;4510;;X20100200;HIP-MOM-CAL IFM NAGEL 25.02.2022;;61642111177038000002C3202319470135161
2111222549;2022-07-12;10118034;PROFIL MASCHINENBAU GMBH;RANKD;RANKD;1004123524;C.32.02319.470.1;;C.32.02319.470.135.161;HIPMOM_LAL HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;326.56;0.00;326.56;1;open;FLACHTEILE GEM. ANGEBOT;2022-07-25;EUR;326.56;EUR;capex;0;0.0;0.0.00-C;2022-07-12;;4510;;X20100200;FLACHTEILE GEM.ANGEBOT CALPROFIL/CONZELM;;61642111222549000001C3202319470135161
9110194135;2021-09-15;10110528;BECKHOFF AUTOMATION GMBH & CO KG;BERNHAH1;BERNHAH1;1003833566;C.32.02319.470.1;;C.32.02319.470.135.161;HIPMOM_LAL HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;3400.00;0.00;3400.00;2;open;APS9999-0001;2022-01-28;EUR;3400.00;EUR;capex;0;0.0;0.0.00-C;2021-09-15;;4510;;X20100200;HIP-CAL BECKHOFF NAGEL 19.08.2021;;61649110194135000002C3202319470135161
2111163899;2022-01-24;10001084;VWR INTERNATIONAL GMBH;WENUSK;WENUSK;1003972862;C.32.02994.252.0;;C.32.02994.252.031.191;EQUIPMENT PROZESS;3253100576;DOZCB NUKLEOTIDES;35.14;0.00;35.14;5;open;MAGNETRÜHRSTÄBCHEN FARBIG FORM: ACHTEC;2022-01-25;EUR;35.14;EUR;capex;3;3.1;3.1.19-C;2022-01-24;;4511;;X15150107;WENUSK KUNSTSTOFF B2;;61642111163899000005C3202994252031191
9110171966;2020-12-02;10112405;ENDRESS + HAUSER DEUTSCHLAND;BIRNERP;BIRNERP;1003598860;C.32.01710.345.0;;C.32.01710.345.045.101;EMSR;3253510373;DOZB GEN. MFG COST 2;79.50;0.00;79.50;2;open;ARBEITSERLAUBNIS POS. 1.1.2;2021-03-31;EUR;79.50;EUR;capex;4;4.5;4.5.10-C;2021-09-20;;4511;;X20150102;BIRNERP 01.12.2020 15:14:50;;61649110171966000002C3201710345045101
P000859366;2024-07-31;10117706;AIRITSYSTEMS GMBH;HOHREINA;KROLLV;;C.32.04740.398.0;;C.32.04740.398.071.101;ASRWM - BEWILLIGUNG GEBÜHREN;3253510139;MISCELLANEOUS EXPENSES PROJECTS;2064.00;0.00;2064.00;2;open;ASRWM - AWARO PROJEKTRAUM 2025;2025-12-31;EUR;2064.00;EUR;capex;7;7.1;7.1.10-C;2025-05-10;;4510;MA00409528;X40150301;PO1 FOR ASRWM_PERNER_AIRIT;;6164P000859366000002C3204740398071101
9110229498;2023-02-08;10109592;LAUDA DR R WOBSER;SCHULZH4;PAULIE1;1004267999;C.32.03666.300.2;;C.32.03666.300.200.100;C-EQUIPMENT;3253100214;DOZ MANAGEMENT;1576.80;0.00;1576.80;7;open;KUGELHAHN M16X1 XT;2023-05-26;EUR;1576.80;EUR;capex;0;0.0;0.0.00-C;2023-04-19;;4511;;X15100101;LAUDA A-DE-ASI-23-97193-01 SCHULZH4;;61649110229498000007C3203666300200100
P000608843;2024-02-13;10110407;WALDNER LABOREINRICHTUNGEN;ELHARIRA;SVANET;;C.32.03666.400.2;;C.32.03666.400.200.100;B-EQUIPMENT;3256100089;CIRE RDG;571.00;0.00;571.00;2;open;EINHEBELMISCHER WNT BIO-LAB MIXER;2024-06-28;EUR;571.00;EUR;capex;0;0.0;0.0.00-C;2024-02-13;R100537785;4511;;X15100101;PO1 FOR BCAP_TISCHPLATTE_B-EQUIPMENT;;6164P000608843000002C3203666400200100
2111060131;2021-03-11;10006309;KAISER & KRAFT GMBH;BAHNH;PAULIE1;1003691962;C.32.02711.741.0;;C.32.02711.741.044.151;SCHALTSCHRÄNKE;3253510314;DOZR GEN. MFG COST;28.82;0.00;28.82;1;open;ANTI-RUTSCHMATTE BXT 900X600 MM;2021-03-19;EUR;28.82;EUR;capex;4;4.4;4.4.15-C;2021-08-25;;4511;;X20100200;BAHNH 11.03.2021 11:32:33;;61642111060131000001C3202711741044151
9110229669;2023-02-13;10110498;ELEKTRO KREUTZPOINTNER GMBH;FRANZKEF;HILLMANB;1004275448;C.32.03068.900.0;;C.32.03068.900.044.181;WP-009 ELEKTRO U. MSR;3251100034;NAHWAERME PZ;9235.31;0.00;9235.31;1;closed;COHP-BAUSTROM 461 UND 561;2023-07-31;EUR;9235.31;EUR;capex;4;4.4;4.4.18-C;2025-02-18;;4511;;X20050401;COHP-BAUSTROM 461 UND 561;;61649110229669000001C3203068900044181
P000169964;2023-01-27;10120664;ALEXANDER BUERKLE GMBH + CO KG;GRUENEWM;GRUENEWM;;C.32.02319.470.4;;C.32.02319.470.435.161;HIPMOM_BFDS HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;0.22;0.00;0.22;13;open;PHOENIX FBS 2-5 3030161 STECKBRÜCKE;2023-02-03;EUR;0.22;EUR;capex;0;0.0;0.0.00-C;2023-01-27;R100146373;4510;;X20000000;PO1 FOR MATERIAL: SCHALTSCHRANK;;6164P000169964000013C3202319470435161
P000888690;2024-08-22;10109408;SCHUNK GMBH SE + CO KG FABRIK F;HERBERGS;GABLERC1;;C.32.02319.470.0;;C.32.02319.470.035.161;HIPMOM_RAD HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;488.80;0.00;488.80;2;closed;0301474 IN 40-S-M8 INDUKTIVER NÄHERUNGSSCHALTER Ø4X25 SCHLI;2024-08-30;EUR;488.80;EUR;capex;0;0.0;0.0.00-C;2025-10-08;R100793265;4510;;X20100000;PO1 FOR HIPMOM / SCHUNK / HERBERGER;;6164P000888690000002C3202319470035161
