FI Doc No;FI Doc Date;Posting Date;Document Type;Document Type Desc;PO No;PO Line No;Vendor;Vendor Description;Vendor Invoice No;Project Nr.;Project Description;WBS;WBS Description;G/L Account;G/L Account Desc;Cost Center;Cost Center Desc;Product Desc;Item Text;Document Header Text;Payment Terms;Net Due Date;Invoice Amount Legal Entity currency;Creation date;SAP Invoice No.;Investment Profile;Account Group (Cora Level 1);Account Sub Group (Cora Level 2);Account (Cora Level 3);Legal Entity Currency Code;Value in document currency;Document currency Code;Quantity;Personnel Number;PO Final Invoice indicator;Value Type;Miro Invoice #;Goods Received Value
616401297001100012021;2021-10-05;2021-10-05;WA;Goods issue;;0;;-;;C.32.00700.470.0;;C.32.00700.470.043.151;ECESRM-Ansatzsystem VT;114105804;DIA STOCK RM OTHER INV. LSM;;;;;;;;29.53;;4921707982;capex;4;4.3;4.3.15-C;EUR;29.53;EUR;0;0;;;4921707982;
616403241097795362022;2022-03-30;2022-03-30;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.044.171;ECESRM-Maschinen Automation;;;;;;;;;;1220.00;;7711278;capex;4;4.4;4.4.17-C;EUR;1220.00;EUR;10.000;0;;;7711278;
616403258882923032022;2022-11-11;2022-11-11;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.044.201;ECESRM-Ansatz Automation;;;;;;;;;;1952.00;;8515019;capex;4;4.4;4.4.20-C;EUR;1952.00;EUR;16.000;0;;;8515019;
616403194745984072020;2020-08-27;2020-08-26;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.052.101;ECESRM-Projekt Management;;;;;;;;;;3276.00;;5626043;capex;5;5.2;5.2.10-C;EUR;3276.00;EUR;39.000;0;;;5626043;
616403155475366212019;2019-02-13;2019-02-25;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.052.101;ECESRM-Projekt Management;;;;;;;;;;770.00;;3704766;capex;5;5.2;5.2.10-C;EUR;0.00;;10.000;0;;;3704766;
616403180981710652020;2020-02-20;2020-02-25;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.052.131;ECESRM-Qualifizierung;;;;;;;;;;11398.00;;4972574;capex;5;5.2;5.2.13-C;EUR;11398.00;EUR;82.000;0;;;4972574;
616401166899420012019;2019-03-01;2019-03-01;WE;Goods receipt;6000449734;10;10118354;KTP KRAUS TECHNISCHE;;C.32.00700.470.0;;C.32.00700.470.062.101;ECESRM-PM / CM Services extern;212203801;DIA GR/IR NON-TRADE;;;;Koordination Planung CD Phase;;;;1871.65;;5002809375;capex;6;6.2;6.2.10-C;EUR;1871.65;;0;0;N;;5002809375;
616401213983060012020;2020-03-12;2020-03-12;WE;Goods receipt;6000598555;20;10313470;LEHMANN ENGINEERING;;C.32.00700.470.0;;C.32.00700.470.062.191;ECESRM-Automation PU A&V extern;212203801;DIA GR/IR NON-TRADE;;;;NT: Zusatzleistung Planung;;;;1700.00;;5003714234;capex;6;6.2;6.2.19-C;EUR;1700.00;EUR;0;0;N;;5003714234;
616403248200464192022;2022-06-27;2022-06-27;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.044.201;ECESRM-Ansatz Automation;;;;;;ite;;;;1220.00;;8028012;capex;4;4.4;4.4.20-C;EUR;1220.00;EUR;10.000;0;;;8028012;
616401330766520022022;2022-05-24;2022-05-24;WE;Goods receipt;9110171527;3;10110626;GFI GESELLSCHAFT FUE;;C.32.00700.470.0;;C.32.00700.470.044.201;ECESRM-Ansatz Automation;212203801;DIA GR/IR NON-TRADE;;;;2.NT: Ansatz Verkabelung;;;;3235.77;;5006015500;capex;4;4.4;4.4.20-C;EUR;3235.77;EUR;0;0;Y;;5006015500;
616401336398850012022;2022-07-04;2022-07-04;WE;Goods receipt;9110183658;1;10114504;JENVAR GMBH;;C.32.00700.470.0;;C.32.00700.470.062.101;ECESRM-PM / CM Services extern;212203801;DIA GR/IR NON-TRADE;;;;ECESRM_Awaro Power User;;;;4470.00;;5006126523;capex;6;6.2;6.2.10-C;EUR;4470.00;EUR;0;0;N;;5006126523;
616401243311020012020;2020-10-20;2020-10-20;WE;Goods receipt;6000616707;10;10115810;SGS TUEV SAAR GMBH;;C.32.00700.470.0;;C.32.00700.470.062.151;ECESRM-Ansatz extern;212203801;DIA GR/IR NON-TRADE;;;;Planung der Anlagen auf  Graundlage  SHE;;;;9521.50;;5004291544;capex;6;6.2;6.2.15-C;EUR;9521.50;EUR;0;0;N;;5004291544;
616401338113150012022;2022-07-15;2022-07-15;EI;;2130131723;1;10108752;E W NEU GMBH;RE1478291;C.32.00700.470.0;;C.32.00700.470.052.231;ECESRM-Spezialisten;;;;;;Steckschluessel mit Innensechskant;;2% 14 DAYS 45 DAYS NET;2022-08-29;29.22;;5109416166;capex;5;5.2;5.2.23-C;EUR;29.22;EUR;0;0;N;;5109416166;0.00
616401236827950372020;2020-09-02;2020-09-02;WE;Goods receipt;9110162467;37;10016078;HEWLETT PACKARD GMBH;;C.32.00700.470.0;;C.32.00700.470.044.201;ECESRM-Ansatz Automation;212203801;DIA GR/IR NON-TRADE;;;;HPE 2U CMA for Easy Install Rail Kit;;;;15.88;;5004163621;capex;4;4.4;4.4.20-C;EUR;15.88;EUR;0;0;N;;5004163621;
616403180767205732020;2020-02-03;2020-02-21;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.052.211;ECESRM-TPV Nebengewerke;;;;;;;;;;8062.00;;4956290;capex;5;5.2;5.2.21-C;EUR;8062.00;EUR;58.000;0;;;4956290;
616401201938720022019;2019-12-07;2019-12-07;KX;Employee Expenses;;0;;-;;C.32.00700.470.0;;C.32.00700.470.074.100;ECESRM-Reisekosten/Bewirtungen intern;212110053;TECHNICAL CLEARING TRAVEL EXPENSES;;;;*Andreas Baumann Trip 27.11.19 Nuernberg Messe SPS;;;;1.40;;1630637;capex;7;7.4;7.4.10-O;EUR;1.40;;0;10269710;;;1630637;
616403243561017342022;2022-04-28;2022-04-28;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.052.231;ECESRM-Spezialisten;;;;;;Platte gelasert - JuellyPatrick;;;;95.00;;7824764;capex;5;5.2;5.2.23-C;EUR;95.00;EUR;1.000;0;;;7824764;
616403270568282602023;2023-04-06;2023-04-06;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.052.121;ECESRM-Project Controls;;;;;;;;;;3360.00;2023-04-06;9066354;capex;5;5.2;5.2.12-C;EUR;3360.00;EUR;24.000;0;;;9066354;
616401283888320242021;2021-07-06;2021-07-06;KX;Employee Expenses;;0;44403310;;;C.32.00700.470.0;;C.32.00700.470.074.100;ECESRM-Reisekosten/Bewirtungen intern;;;;;;Breakfast|FAT Teil 1 Schubert;;;;0.00;;414120  1;capex;7;7.4;7.4.10-O;EUR;4.62;EUR;0;725516;;;414120  1;
616401324295040012022;2022-04-07;2022-04-07;WE;Goods receipt;9110194521;1;10313470;LEHMANN ENGINEERING;;C.32.00700.470.0;;C.32.00700.470.062.191;ECESRM-Automation PU A&V extern;212203801;DIA GR/IR NON-TRADE;;;;PU-PIG Automation CC Phase II;;;;19941.00;;5005878545;capex;6;6.2;6.2.19-C;EUR;19941.00;EUR;0;0;N;;5005878545;
616402030028850022022;2022-07-18;2022-07-18;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.043.151;ECESRM-Ansatzsystem VT;;;;;;1.4305 Oe 20 mm;;;;45.50;;;capex;4;4.3;4.3.15-C;EUR;45.50;EUR;0;0;;;;
616401319902730012022;2022-03-09;2022-03-09;EI;;2111151263;3;10114153;SIEMENS AG SIEMENS D;B697090194;C.32.00700.470.0;;C.32.00700.470.037.181;ECESRM-Fördereinrichtungen;;;;;;Leitungsschutzschalter 230/400V 10kA 1-;;60 DAYS NET;2022-05-08;13.15;;5109195878;capex;0;0.0;0.0.00-C;EUR;13.15;EUR;0;0;N;;5109195878;0.00
616403260889127292022;2022-12-02;2022-12-06;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.043.151;ECESRM-Ansatzsystem VT;;;;;;4701 Umbau DM Stickstoff + Entwaesserung;;;;285.00;;8577883;capex;4;4.3;4.3.15-C;EUR;285.00;EUR;3.000;0;;;8577883;
616403224149244102021;2021-08-23;2021-08-27;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.044.201;ECESRM-Ansatz Automation;;;;;;;;;;1920.00;;6948543;capex;4;4.4;4.4.20-C;EUR;1920.00;EUR;16.000;0;;;6948543;
616403246021923712022;2022-05-23;2022-05-31;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.052.171;ECESRM-Automatisierungsleiter Maschinen;;;;;;;;;;488.00;;7941407;capex;5;5.2;5.2.17-C;EUR;488.00;EUR;4.000;0;;;7941407;
616401326546080012022;2022-04-25;2022-04-25;EI;;2111195777;1;10118889;PETERSTALER MINERALQ;0000000022015187;C.32.00700.470.0;;C.32.00700.470.074.100;ECESRM-Reisekosten/Bewirtungen intern;;;3253510179;DOMM Oth Gen PC MA;;H-Milch 15% (1 Liter Packung mit Drehve;;45 DAYS NET;2022-06-09;27.84;;5109276858;capex;7;7.4;7.4.10-O;EUR;27.84;EUR;0;0;N;;5109276858;0.00
616403233788560022021;2021-12-27;2021-12-27;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.074.100;ECESRM-Reisekosten/Bewirtungen intern;;;3253510179;DOMM Oth Gen PC MA;;16.12.2021 - Bewirtung mit Betriebsfremden;;;;56.50;;;capex;7;7.4;7.4.10-O;EUR;56.50;EUR;56.500;0;;;;
616401273835840012021;2021-05-03;2021-05-03;WE;Goods receipt;9110171527;2;10110626;GFI GESELLSCHAFT FUE;;C.32.00700.470.0;;C.32.00700.470.044.201;ECESRM-Ansatz Automation;212203801;DIA GR/IR NON-TRADE;;;;1.NT (05): Ansatz Verkabelung;;;;1.00;;5004881905;capex;4;4.4;4.4.20-C;EUR;1.00;EUR;0;0;Y;;5004881905;
616403257522746262022;2022-10-17;2022-10-25;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.052.141;ECESRM-TPV Abfüll-/Verpackungslinie;;;;;;;;;;552.00;;8444656;capex;5;5.2;5.2.14-C;EUR;552.00;EUR;4.000;0;;;8444656;
616401236569040032020;2020-08-27;2020-09-01;IR;;2110992242;4;10114153;SIEMENS AG SIEMENS D;7412B690911479;C.32.00700.470.0;;C.32.00700.470.044.201;ECESRM-Ansatz Automation;;;;;;SITOP smart 60 W Geregelte Stromversorgu;;60 DAYS NET;2020-10-26;167.67;;5108219688;capex;4;4.4;4.4.20-C;EUR;167.67;EUR;0;0;N;;5108219688;0.00
616403222850300022021;2021-08-10;2021-08-10;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.074.100;ECESRM-Reisekosten/Bewirtungen intern;;;3253510179;DOMM Oth Gen PC MA;;02.08.2021 - Bewirtung mit Betriebsfremden;;;;93.85;;;capex;7;7.4;7.4.10-O;EUR;93.85;EUR;93.850;0;;;;
616403262339847312022;2022-12-19;2022-12-21;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.052.201;ECESRM-Automatisierungsleiter PLSAnsatz;;;;;;;;;;2448.00;;8679081;capex;5;5.2;5.2.20-C;EUR;2448.00;EUR;17.000;0;;;8679081;
616401360186230032022;2022-10-18;2022-12-20;IR;;2130133684;6;10000828;RALA GMBH & CO KG;0000000091379877;C.32.00700.470.0;;C.32.00700.470.043.151;ECESRM-Ansatzsystem VT;;;;;;Legierungszuschlag;;2% 14 DAYS 45 DAYS NET;2022-12-02;52.47;;5109713449;capex;4;4.3;4.3.15-C;EUR;52.47;EUR;0;0;N;;5109713449;0.00
616403289504500472023;2023-11-22;2023-11-27;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.052.101;ECESRM-Projekt Management;;;;;;;;;;430.00;2023-11-27;9768830;capex;5;5.2;5.2.10-C;EUR;430.00;EUR;5.000;0;;;9768830;
616401276270040042021;2021-05-18;2021-05-18;KX;Employee Expenses;;0;44412365;;;C.32.00700.470.0;;C.32.00700.470.074.100;ECESRM-Reisekosten/Bewirtungen intern;;;3252100000;PM&PCE Site PZ Portf;;Travel Allowance|;;;;0.00;;366704  1;capex;7;7.4;7.4.10-O;EUR;6.22;EUR;0;893748;;;366704  1;
616401330739340032022;2022-03-30;2022-05-24;IR;;2130130707;3;10110426;CONRAD ELECTRONIC SE;0000009737291367;C.32.00700.470.0;;C.32.00700.470.043.151;ECESRM-Ansatzsystem VT;;;;;;Uvex uvex i-3 9190839 Schutzbrille inkl.;;2% 14 DAYS 30 DAYS NET;2022-04-29;102.16;;5109329342;capex;4;4.3;4.3.15-C;EUR;102.16;EUR;0;0;Y;;5109329342;0.00
616401328625730012022;2022-05-09;2022-05-09;WE;Goods receipt;9110200619;1;10284468;PCC SOLUTIONS GMBH;;C.32.00700.470.0;;C.32.00700.470.062.131;ECESRM-Qualifizierung extern;212203801;DIA GR/IR NON-TRADE;;;;Quali-Unterstuetzung Verpackung;;;;9637.00;;5005968555;capex;6;6.2;6.2.13-C;EUR;9637.00;EUR;0;0;N;;5005968555;
616401374076390012023;2023-03-31;2023-03-31;KP;Account maintenance;6000498498;20;10108831;IWL AG;;C.32.00700.470.0;;C.32.00700.470.062.181;ECESRM-Logistik extern;212203801;DIA GR/IR NON-TRADE;;;;Planung Foerdertechnik BD-Phase;;;;406.62;2023-03-31;5400054401;capex;6;6.2;6.2.18-C;EUR;406.62;EUR;0;0;Y;;5400054401;
616401390780650012023;2023-08-03;2023-08-03;WE;Goods receipt;9110194521;7;10313470;LEHMANN ENGINEERING;;C.32.00700.470.0;;C.32.00700.470.062.191;ECESRM-Automation PU A&V extern;212203801;DIA GR/IR NON-TRADE;;;;6.NT: PU-PIG Aut 3-5' 2023;;;;2257.00;2023-08-03;5007244167;capex;6;6.2;6.2.19-C;EUR;2257.00;EUR;0;0;N;;5007244167;
616401232695740012020;2020-07-09;2020-08-03;IR;;;0;10121604;CPD INLAND KA-BELEGE;2020-160;C.32.00700.470.0;;C.32.00700.470.074.100;ECESRM-Reisekosten/Bewirtungen intern;;;;;;;;;2020-07-09;0.00;;5101528917;capex;7;7.4;7.4.10-O;EUR;984.09;EUR;0;0;;;5101528917;
616401280057090262021;2021-06-11;2021-06-11;KX;Employee Expenses;;0;44403310;;;C.32.00700.470.0;;C.32.00700.470.074.100;ECESRM-Reisekosten/Bewirtungen intern;;;;;;Daily Allowance (gross)|;;;;0.00;;395495  1;capex;7;7.4;7.4.10-O;EUR;28.00;EUR;0;725516;;;395495  1;
616401231454350022020;2020-07-23;2020-07-23;KX;Employee Expenses;;0;;-;;C.32.00700.470.0;;C.32.00700.470.074.100;ECESRM-Reisekosten/Bewirtungen intern;212110053;TECHNICAL CLEARING TRAVEL EXPENSES;3253510179;DOMM Oth Gen PC MA;;*Lars Sternik Trip 16.01.20 Crailsheim Projekt ECE;;;;5.11;;1747543;capex;7;7.4;7.4.10-O;EUR;5.11;EUR;0;10138655;;;1747543;
616403245777504252022;2022-05-25;2022-05-25;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.052.101;ECESRM-Projekt Management;;;;;;;;;;3432.00;;7912804;capex;5;5.2;5.2.10-C;EUR;3432.00;EUR;39.000;0;;;7912804;
616403213045652092021;2021-04-14;2021-04-16;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.052.201;ECESRM-Automatisierungsleiter PLSAnsatz;;;;;;;;;;240.00;;6468487;capex;5;5.2;5.2.20-C;EUR;240.00;EUR;2.000;0;;;6468487;
616401276270040182021;2021-05-18;2021-05-18;KX;Employee Expenses;;0;;-;;C.32.00700.470.0;;C.32.00700.470.074.100;ECESRM-Reisekosten/Bewirtungen intern;417101044;T&E - HOTEL & ACCOMMODATION;;;;Provided Meals|;;;;0.00;;366704  1;capex;7;7.4;7.4.10-O;EUR;-5.60;EUR;0;893748;;;366704  1;
616401241491900022020;2020-10-06;2020-10-06;WE;Goods receipt;6000756045;20;10231878;VESCON PROCESS GMBH;;C.32.00700.470.0;;C.32.00700.470.062.151;ECESRM-Ansatz extern;212203801;DIA GR/IR NON-TRADE;;;;Ansatz (DD III);;;;31629.38;;5004255470;capex;6;6.2;6.2.15-C;EUR;31629.38;EUR;0;0;N;;5004255470;
616403263835660022023;2023-01-18;2023-01-18;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.074.100;ECESRM-Reisekosten/Bewirtungen intern;;;;;;WebShop KW 02;;;;0.00;2023-01-18;;capex;7;7.4;7.4.10-O;EUR;100.00;EUR;0;0;;;;
616401365740790052023;2023-01-31;2023-02-01;EI;;2111270052;5;10111391;ALBW HANDELS GMBH;739246-301;C.32.00700.470.0;;C.32.00700.470.071.990;ECESRM-Sonstige Nebenkosten;;;;;;Damenmantel BW weiss Gr. 42;;60 DAYS NET;2023-04-02;0.00;2023-02-02;5109780034;capex;7;7.1;7.1.99-O;EUR;47.64;EUR;0;0;N;;5109780034;0.00
616401208482800062020;2020-01-31;2020-02-03;EI;;2110925593;6;10118889;PETERSTALER MINERALQ;0000000020004361;C.32.00700.470.0;;C.32.00700.470.074.100;ECESRM-Reisekosten/Bewirtungen intern;;;;;;Premium Rotbusch-Vanille (20 Beutel);;45 DAYS NET;2020-03-16;0.00;;5107884795;capex;7;7.4;7.4.10-O;EUR;6.90;EUR;0;0;N;;5107884795;0.00
616401202804180012019;2019-12-13;2019-12-13;WE;Goods receipt;6000590276;10;10187756;STRIPF PROJECT SOLUT;;C.32.00700.470.0;;C.32.00700.470.062.201;ECESRM-Automation PLSAnsatz extern;212203801;DIA GR/IR NON-TRADE;;;;ECESRM-ext. Prozessautomation Ansatz;;;;14499.00;;5003511995;capex;6;6.2;6.2.20-C;EUR;14499.00;;0;0;N;;5003511995;
616403223179370022021;2021-08-17;2021-08-17;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.074.100;ECESRM-Reisekosten/Bewirtungen intern;;;;;;11.08.2021 - Veranstaltungen Casino NEU;;;;0.00;;;capex;7;7.4;7.4.10-O;EUR;108.00;EUR;0;0;;;;
616401328431410012022;2022-05-06;2022-05-06;WE;Goods receipt;9110194521;3;10313470;LEHMANN ENGINEERING;;C.32.00700.470.0;;C.32.00700.470.062.191;ECESRM-Automation PU A&V extern;212203801;DIA GR/IR NON-TRADE;;;;2.NT: Verstaerkung PU-PIG Aut CC-II;;;;14418.00;;5005965124;capex;6;6.2;6.2.19-C;EUR;14418.00;EUR;0;0;N;;5005965124;
616403276225150022023;2023-06-19;2023-06-19;;;;0;;-;;C.32.00700.470.0;;C.32.00700.470.074.100;ECESRM-Reisekosten/Bewirtungen intern;;;3253510179;DOMM Oth Gen PC MA;;13.06.2023 - Bewirtung mit Betriebsfremden;;;;273.18;2023-06-19;;capex;7;7.4;7.4.10-O;EUR;273.18;EUR;273.180;0;;;;
623401312482620012022;2021-12-28;2022-01-24;IR;;2111158969;1;10402838;GM ELEKTROTECHNIK GM;0000000000010042;C.49.00425.380.0;;C.49.00425.380.022.201;Modulbau;;;;;;PV-Anlagen Wart/Insp/Klein Rep.;;60 DAYS NET;2022-02-26;6200.00;;5109110970;capex;2;2.2;2.2.20-C;EUR;6200.00;EUR;0;0;N;;5109110970;0.00
623401313953310012022;2022-01-31;2022-02-01;EI;;2130128459;1;10111087;WREDE & NIEDECKEN GM;0000009790006128;C.49.00425.380.0;;C.49.00425.380.022.201;Modulbau;;;;;;Lief.Montage Feuerl Gebaeude 380;;1% 14 DAYS 45 DAYS NET;2022-03-17;9886.15;;5109126855;capex;2;2.2;2.2.20-C;EUR;9886.15;EUR;0;0;N;;5109126855;0.00
616401449340200032024;2024-09-20;2024-09-20;WE;Goods receipt;9110227520;11;10111679;RICHARD SCHULZ;;C.32.03281.900.0;;C.32.03281.900.012.111;INGSP - Erdarbeiten & GaLaBau;212203801;DIA GR/IR NON-TRADE;;;;7.NT INGSP Vorgezogene Leistungen IE25P;;;;600.00;2024-09-20;5008454557;capex;1;1.2;1.2.11-C;EUR;600.00;EUR;0;0;N;;5008454557;
623401375899590012023;2023-04-13;2023-04-13;WE;Goods receipt;9110228126;1;10239868;SPIE LIFE SCIENCE EN;;C.49.00425.380.0;;C.49.00425.380.022.201;Modulbau;212203801;DIA GR/IR NON-TRADE;;;;Reinmedien - Ersatzteile;;;;93149.04;2023-04-13;5006935476;capex;2;2.2;2.2.20-C;EUR;93149.04;EUR;0;0;N;;5006935476;
623403238045174372022;2022-02-07;2022-02-23;;;;0;;-;;C.49.00425.380.0;;C.49.00425.380.052.141;Qualifizierung Int Eng;;;;;;;;;;6480.00;;7585576;capex;5;5.2;5.2.14-C;EUR;6480.00;EUR;45.000;0;;;7585576;
616401397345850022023;2023-09-25;2023-09-25;WE;Goods receipt;9110227520;4;10111679;RICHARD SCHULZ;;C.32.03281.900.0;;C.32.03281.900.012.111;INGSP - Erdarbeiten & GaLaBau;212203801;DIA GR/IR NON-TRADE;;;;INGSP Erdarbeiten;;;;1040000.00;2023-09-25;5007385973;capex;1;1.2;1.2.11-C;EUR;1040000.00;EUR;0;0;N;;5007385973;
623401388421340012023;2023-07-18;2023-07-18;WE;Goods receipt;9110229249;1;10472546;ENVIROFALK PHARMAWAT;;C.49.00425.380.0;;C.49.00425.380.025.991;TGA;212203801;DIA GR/IR NON-TRADE;;;;Ersatzpumpe RDE;;;;15850.00;2023-07-18;5007196711;capex;2;2.5;2.5.99-C;EUR;15850.00;EUR;0;0;N;;5007196711;
616401511344550052025;2025-11-05;2025-11-05;WE;Goods receipt;9110227520;48;10111679;RICHARD SCHULZ;;C.32.03281.900.0;;C.32.03281.900.012.111;INGSP - Erdarbeiten & GaLaBau;212203801;DIA GR/IR NON-TRADE;;;;17.NT INGSP Pauschalierung;;;;1.00;2025-11-05;5009719664;capex;1;1.2;1.2.11-C;EUR;1.00;EUR;0;0;N;;5009719664;
616401371866300012023;2023-03-15;2023-03-15;WA;Goods issue;;0;;-;;C.32.03281.900.0;;C.32.03281.900.052.161;INGSP - SME Elektro;114105804;DIA STOCK RM OTHER INV. LSM;;;;;;;;9.73;2023-03-15;4927705871;capex;5;5.2;5.2.16-C;EUR;9.73;EUR;0;0;;;4927705871;
616403343413402592025;2025-08-25;2025-08-25;;;;0;;-;;C.32.04614.900.0;;C.32.04614.900.052.151;Roche Team Projekt SGU;;;;;;;;;;1168.00;2025-08-25;11335460;capex;5;5.2;5.2.15-C;EUR;1168.00;EUR;8.000;0;;;11335460;
623401359601370012022;2022-11-12;2022-12-15;EI;;9110222337;1;10000776;METTLER TOLEDO GMBH;709046256ST;C.49.00425.380.0;;C.49.00425.380.025.991;TGA;;;;;;TOC Messgeraete;;60 DAYS NET;2023-01-11;-26.27;;5109701950;capex;2;2.5;2.5.99-C;EUR;-26.27;EUR;0;0;N;;5109701950;0.00
616401370437400072023;2023-02-22;2023-03-03;IR;;P000166298;7;10118806;LWL SACHSENKABEL GMB;R134080;C.32.03281.900.0;;C.32.03281.900.014.121;INGSP - Elektro & Telekom;;;;;;LWL-Trunkkabel mit 3-fach Aufteilelement;;45 DAYS NET;2023-04-08;562.66;2023-03-03;5109837015;capex;1;1.4;1.4.12-C;EUR;562.66;EUR;0;0;N;;5109837015;0.00
616401338084980042022;2022-07-15;2022-07-15;KX;Employee Expenses;;0;44402211;;;C.32.03281.900.0;;C.32.03281.900.074.109;INGSP - Reisekosten/Bewirtungen intern;;;;;;Entertainment - Clients|Projektessen INGSP;;;;0.00;;903148  1;capex;7;7.4;7.4.10-O;EUR;175.14;EUR;0;1005653;;;903148  1;
623403234846012572022;2022-01-19;2022-01-19;;;;0;;-;;C.49.00434.021.0;;C.49.00434.021.052.151;ISECM - TPV Elektrik und MSR;;;;;;;;;;1690.50;;7431345;capex;5;5.2;5.2.15-C;EUR;1690.50;EUR;23.000;0;;;7431345;
623403235721811222022;2022-01-26;2022-01-26;;;;0;;-;;C.49.00425.380.0;;C.49.00425.380.052.171;TGA Int Eng;;;;;;;;;;4176.00;;7459134;capex;5;5.2;5.2.17-C;EUR;4176.00;EUR;29.000;0;;;7459134;
616401515609940012025;2025-12-02;2025-12-02;WE;Goods receipt;9110214038;5;10491129;FICHTNER WATER + TRA;;C.32.03281.900.0;;C.32.03281.900.062.101;INGSP - Generalplanung Extern extern;212203801;DIA GR/IR NON-TRADE;;;;4. NT INGSP verl. Bauueberwachung + Restp;;;;42512.29;2025-12-02;5009801271;capex;6;6.2;6.2.10-C;EUR;42512.29;EUR;0;0;N;;5009801271;
616401368740920012023;2023-02-22;2023-02-22;WE;Goods receipt;9110214204;1;10117706;AIRITSYSTEMS GMBH;;C.32.03281.900.0;;C.32.03281.900.073.149;INGSP - Dokumentation;212203801;DIA GR/IR NON-TRADE;3251601820;Strassen/Areal;;INGSP Awaro Projektraum;;;;161.60;2023-02-22;5006795849;capex;7;7.3;7.3.14-O;EUR;161.60;EUR;0;0;Y;;5006795849;
616403294602051852024;2024-01-22;2024-01-31;;;;0;;-;;C.32.03281.900.0;;C.32.03281.900.052.161;INGSP - SME Elektro;;;;;;;;;;1456.00;2024-01-31;9920343;capex;5;5.2;5.2.16-C;EUR;1456.00;EUR;16.000;0;;;9920343;
623401359398630012022;2022-12-14;2022-12-14;WE;Goods receipt;9110222273;1;10501774;WEBER INGENIEURE GMB;;C.49.00434.021.0;;C.49.00434.021.063.101;ISECM BD - external PM und Engineering;212203801;DIA GR/IR NON-TRADE;;;;Koordination Beleuchtungskonzept;;;;3626.44;;5006611031;capex;0;0.0;0.0.00-C;EUR;3626.44;EUR;0;0;N;;5006611031;
623401411567700012024;2024-01-08;2024-01-08;WE;Goods receipt;P000417354;3;10109798;TELENA FERNMELDE- UN;;C.49.00434.021.0;;C.49.00434.021.016.101;Erschließung Infrastruktur Außenanlagen;212203801;DIA GR/IR NON-TRADE;;;;UCFIBRE I/O ST LSHF 5.0 kN 2x12;;;;1386.00;2024-01-08;5007668279;capex;0;0.0;0.0.00-C;EUR;1386.00;EUR;0;0;N;;5007668279;
623401440354410012024;2024-07-22;2024-07-22;WE;Goods receipt;P000494801;1;10525059;TRIAM HARTENSTEIN +;;C.49.00434.021.0;;C.49.00434.021.063.101;ISECM BD - external PM und Engineering;212203801;DIA GR/IR NON-TRADE;;;;TPK Bau CC;;;;6482.27;2024-07-22;5008270013;capex;0;0.0;0.0.00-C;EUR;6482.27;EUR;0;0;N;;5008270013;
616401479817850012025;2025-04-07;2025-04-07;WE;Goods receipt;P000966525;1;10426806;DREES + SOMMER SE;;C.32.04720.900.0;;C.32.04720.900.062.131;Extern PM & Service;212203801;DIA GR/IR NON-TRADE;;;;ISDP | Projektkoordination_PCE;;;;8121.76;2025-04-07;5009068067;capex;6;6.2;6.2.13-C;EUR;8121.76;EUR;0;0;N;;5009068067;
623401395779830072023;2023-09-12;2023-09-12;WE;Goods receipt;9110211782;10;10109943;ED ZUEBLIN AG;;C.49.00434.021.0;;C.49.00434.021.025.101;Heizung;212203801;DIA GR/IR NON-TRADE;;;;Heizung;;;;34132.60;2023-09-12;5007348157;capex;2;2.5;2.5.10-C;EUR;34132.60;EUR;0;0;N;;5007348157;
616401427306390012024;2024-04-23;2024-04-23;WE;Goods receipt;P000620662;1;10016053;EXYTE GERMANY GMBH;;C.32.03545.001.0;;C.32.03545.001.062.111;Extern Prozess;212203801;DIA GR/IR NON-TRADE;;;;Engineering und Design.Angebot DE.01070.;;;;14327.50;2024-04-23;5008001856;capex;6;6.2;6.2.11-C;EUR;14327.50;EUR;0;0;N;;5008001856;
